what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1282225859593
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1282225892234
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1282225892734
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1282225893047
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1282225893265
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1282225893672
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1282225895719
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1282225896234
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1282225897234
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1282225902297
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1282225904125
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1282225908922
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1282225935532
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1282225940485
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1282225945407
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1282225948532
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1282225955548
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282225957220
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282225957220
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282225957314
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282225958830
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282225963392
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282225963392
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282225963486
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282225967252
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1282225968017
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282225970455
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282225970455
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282225970721
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282225976939
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1282225978361
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282225994940
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282225994940
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282225995065
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282225997893
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226003174
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226006050
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226007300
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226007300
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226007425
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226008018
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226014284
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226014284
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226014378
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226025363
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1282226026456
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1282226042879
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1282226045051
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1282226051332
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1282226052176
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1282226057613
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226068098
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226068098
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226068192
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226072285
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1282226073489
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1282226076801
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226085661
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226085661
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226085739
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226087629
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226093895
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226093895
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226094004
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226097098
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226107630
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226108333
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226112677
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226112692
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226112786
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226126864
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1282226128036
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226157146
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226162693
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1282226165490
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1282226168959
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226171490
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226173115
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1282226175271
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1282226189240
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282226209443
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226211240
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226211240
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226211334
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226276850
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226277647
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226277647
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226277741
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226288678
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226289850
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226289850
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226289960
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226332725
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226335163
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226390429
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1282226398554
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226402710
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282226406460
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.properties",1282226406476
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1282226407960
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1282226408398
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1282226408554
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1282226409023
