what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1290520974850
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1290520975600
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1290520975882
started,bundle,org.eclipse.emf.common,2.6.0.v20100614-1136,"org.eclipse.emf.common",1290520976632
started,bundle,org.eclipse.emf.ecore,2.6.0.v20100614-1136,"org.eclipse.emf.ecore",1290520976944
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1290520976960
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1290520977022
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290520977038
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1290520977225
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.100.v201004202202,"org.eclipse.jst.common.project.facet.core",1290520977522
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.0.v201005191955,"org.eclipse.jst.ws.jaxrs.core",1290520977725
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290520981444
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290520985413
started,bundle,org.eclipse.jpt.core,2.3.0.v201006020000,"org.eclipse.jpt.core",1290520986085
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1290521007100
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1290521008944
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290521011272
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290521016600
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1290521016741
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1290521016819
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1290521027085
